"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"4876","AltMat(Ahmedabad)","Chemical","10000","Ahmedabad","A1, A4, AB,","PROJECT-1: AltMat manufactures alternative materials from agriculture waste for textiles and paper industry at scale. These fibers have applications in other materials like making sustainable alternatives to Styrofoam, Synthetic non-woven, Leather, Plastic composites. Researchers with a background in material science would be working to make prototypes, portfolios and processes for 1. Packaging Materials 2. Natural Vegan Leather 3. Replacements of plastic composites for applications like clothing hanger, buttons etc. A same researcher would NOT be compulsorily responsible for all the stated applications. He or she would also be responsible for testing the assigned application’s materials properties and mapping the final applications. AltMat would provide with details of specifications for these materials. On remarkable execution, company would be open for hiring the candidate Project domain : Material Science Skills: 1.Masters or Final/ Pre-final year Bachelors or PhD candidate in the field of Materials Science with a focus on composites. 2. Scientific understanding of making materials, prototypes and testing for properties would be of importance. 3. He or she should be aware of basic processes, materials and apparatus needed for making the application listed in the project description. 4. Understanding of polymers would be appreciated. We aren’t looking for making polymers but the understanding would be a good add on. 5. Understanding of reinforced composites would be valued. 6. A student with a thesis project in any of the fields on composites, vegan leather, packaging materials, plastic alternatives etc. would be preferred. However, it is not compulsory. 1. Enthusiasm for prototyping and willingness to do number of iterations for discovering possibilities. 2. Sense of responsibility to handle confidential information. 3. Passionate about making materials that are good for environment while being viable. 4. Agile enough to reach out to right people, ask questions, learn and apply as and when needed. 5. Ability to explain complex scientific information in simple layman language. 6. Skill to write scientific papers or a white paper would be appreciated. 7. Preparedness to accept volatility associated with startups. 8. Ability to conduct effective secondary and primary research. Expected learning (in bullet points) - Start-up culture and innovation culture Business Side of the alternative materials - Understanding of growing importance of environmental sustainability backed by viability - Natural fibres and Agro-waste opportunities - Art of frugally prototyping and iterating. - Understanding of leather, packaging and sustainable composites properties, processes - Art of translating rapid prototyping into manufacturing processes - Story Telling and Story Boarding - Ground challenges between theory, invention and execution. - Witnessing entrepreneurial spirit and developing the same in oneself. - It is purely a Gen Z and Millennial company with strong value sets and lean environment. You would be found sharing tables with the founder and heads directly. It would NOT be a very hierarchical system and would be extremely open to innovative ideas, science, impact and execution.
","PROJECT-1: -
","PROJECT-1: -
",
"4917","Altruism Solutions Pvt. Ltd(Kolkata)","Finance and Mgmt","13000","Kolkata","A7, C6,","PROJECT-1: The project is an opportunity to develop a easy and intuiCve online Donor management system to help small and micro NGOs with limited staffs to build and maintain wonderful relaConship with their donors, volunteers and supporters. Project domain IT and Project Management Skills: Bootstrap, My SQL/No SQL, J Script, HTML and CSSSystem Planning and Designing Having acended an User Experience Planning course - would be great CommunicaCon Skills and Self Driven aptude Expected learning (in bullet points) 1. Ability to conceptualise and visualise a system. 2. Opportunity to plan and design a system that will benefit many NGOs and ulCmately the society. 3. Opportunity to learn and apply concepts to develop soluCons to social problems
","PROJECT-1: -
","PROJECT-1: -
",
"4898","ALW Lighting India Pvt Ltd(Ludhiana)","Electronics","24000","Ludhiana","A3, A8, AA, B5,","PROJECT-1: You will be working closely with mechanical engineers and product designers to refine opPcal performance of our newest range Project domain : OpPcal Engineering Skills: Basic understanding of mechanical CAD and opPcal design sopwares OpPcs, EMT Expected learning (in bullet points) Design/simulaPon of opPcs for Architectural LighPng products Prototyping, experimentaPon and data-gathering of new opPcal systems ConducPng feasibility studies fo r new mater ial s and construcPon EvaluaPon of vendors for shelf opPc procurement You may work on Reflector design You may work on Lens design
PROJECT-2: The interns will collaborate with the R&D team on projects for designing components and instruments for LED LighPng. You will be guided by some of the country’s top Architects and LighPng Designers. Project domain Mechanical/Manufacturing Skills: Proficiency in Solidworks, Super i o r rendering and concept development skills Translate requirements into designs and mechanical drawings Any specific courses that student should have taken ME F416 - Rev Eng and Rapid prototyping ME G611 - Computer aided Analysis and design MF F473 - Product Design and Development DE G531 - Product Design MF F312 - Tool & fixture design Expected learning (in bullet points) Rendering realisPc product and installaPon images Prototyping using 3D prinPng Defining product specificaPons CreaPng detailed drawings Prototype tesPng
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4899","ALW Lighting India Pvt Ltd- Nontech(Ludhiana)","Electronics","26000","Ludhiana","Any","PROJECT-1: You will be coordinaPng with our teams in UK and India for piloPng digital markePng strategies and campaigns Project domain Digital MarkePng Skills: Photoshop MarkePng management and e x c e p P o n a l w r i q e n communicaPon skills MarkePng related courses Expected learning (in bullet points) Integrated management of markePng & communicaPons SEO Lead generaPon Media targePng Email and media campaigns CopywriPng/Content creaPon
","PROJECT-1: -
","PROJECT-1: -
",
"4035","Amazon - Machine Learning(Bangalore)","IT","60000","Bangalore","Any A7 ,","PROJECT-1: 
","PROJECT-1: Algorithms , Big Data , Big Data , C++ , Data Analytics , Java , Python , BIG DATA-SPARK , Big Data/Hadoop/Spark/Data Visualization , Machine learning , Machine Learning Online / Offline , Machine Learning, Artificial Intelligence , Machine Learning, Deep Learning , Ability to think and analyze situations logically , Good communication , Good Communication Skills , Problem solving abilities , Strong Communication & Analytical Skills
","PROJECT-1: MACHINE LEARNING(A-)
",
"4036","Amazon - Machine Learning(Hyderabad)","IT","60000","Hyderabad","","PROJECT-1: Software Development Engineers will be responsible for design, development, delivery and support of large-scale, multi-tiered, distributed software applications and tools.
PROJECT-2: At Amazon, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving Terabytes of data. We work on applying predictive technology to a wide spectrum of problems in areas such as Amazon Retail, Seller Services, Customer Service, Alexa, Chatbots and so on. We are looking for talented and experienced Machine Learning Scientists who can apply innovative Machine Learning techniques to real-world e-Commerce problems. You will get to work in a team dedicated to advancing Machine Learning technology at Amazon and converting it to business- impacting solutions Major responsibilities - Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems - Analyze and extract relevant information from large amounts of Amazon’s historical business data to help automate and optimize key processes - Design, develop and evaluate highly innovative models for predictive learning - Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation - Research and implement novel machine learning and statistical approaches
","PROJECT-1: Data structures and algorithms , product development
PROJECT-2: Data Mining , Data Science , Fuzzy Logic , Information Retrieval , Machine Learning, Artificial Intelligence , Neural network
","PROJECT-1: -
PROJECT-2: -
",
"339","Amazon Development Center(Bangalore)","IT","60000","Bangalore","Any A7 , A7,","PROJECT-1: Software Development Engineers will be responsible for design, development, delivery and support of large-scale, multi-tiered, distributed software applications and tools. Qualifications: • Candidates must have a Bachelors/ Masters in Computer Science or Engineering or related field. • Excellent problem solving skills. • Possess an extremely sound understanding of areas in the basic areas of Computer Science such as Algorithms, Data Structures, Object Oriented Design, Databases. • Be able to write Amazon quality code in an object oriented language - preferably in C/C++/Java in a Linux environment. • Candidate must have good written and oral communication skills, be a fast learner and have the ability to adapt quickly to a fast-paced development environment. Skillset requirement: Ability to solve complex problems, knowledge on data structures & algorithms, write product level code.
PROJECT-2: Major responsibilities - Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems - Analyze and extract relevant information from large amounts of Amazon’s historical business data to help automate and optimize key processes - Design, develop and evaluate highly innovative models for predictive learning - Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation - Research and implement novel machine learning and statistical approaches Basic Qualifications - A Masters and/or PhD in Computer Science, Machine Learning, Operational research, Statistics or in a highly quantitative field - Experience in predictive modelling and analysis, predictive software development - Strong problem-solving ability - Good skills with Java/Scala or C++, Perl/Python (or similar scripting language) - Experience in using R, Matlab, or any other statistical software - Strong communication and data presentation skills Preferred Qualifications - Experience handling gigabyte and terabyte size datasets - Experience working with distributed systems and grid computing - Knowledge of the latest and state of the art ML technology - Publications or presentation in recognized Machine Learning and Data Mining journals/conferences Skillset requirement: Machine Learning, Neural Networks and Fuzzy Logic, Ar??ficial Intelligence, Data Mining, Founda??ons of Data Science, Informa??on Retrieval
","PROJECT-1: Data structures and algorithms , Problem Solver, Self-starter
PROJECT-2: Machine Learning, Artificial Intelligence , Machine Learning, Deep Learning , Problem Solver, Self-starter
","PROJECT-1: -
PROJECT-2: -
",
"338","Amazon Development Center(Chennai)","IT","60000","Chennai","A7, C6,","PROJECT-1: Skillset requirement: Ability to solve complex problems, knowledge on data structures & algorithms, write product level code
","PROJECT-1: -
","PROJECT-1: -
",
"337","Amazon Development Center(Hyderabad)","IT","60000","Hyderabad","Any A7 , A7, C6,","PROJECT-1: Software Development Engineers are expected to build innovative & mission critical system software applications & tools. Require excellent problem solving skills. Expected to possess an extremely sound understanding of areas in the basic areas of Computer Science such as Algorithms, Data Structures, Object Oriented Design, Databases. Be able to write Amazon quality code in an object oriented language - preferably in Java/C++ in a Linux environment Candidate must have good written and oral communication skills, be a fast learner and have the ability to adapt quickly to a fast-paced development environment
","PROJECT-1: C , C++ , Data structures and algorithms , Databases , Java , OOAD , Problem Solver, Self-starter , ability to learn, adapt and deliver , Strong Communication & Analytical Skills
","PROJECT-1: -
",
"4826","Amazon Professional Services(Delhi)","IT","60000","Delhi","A7, C6,","PROJECT-1: AWS Professional Service is applying the public cloud technology into multiple industries in the world. We also partner with local consulting partner, integration partners and others across the spectrum of technologies to build better organizations that deliver the most value to customer in every project. We believe in the importance of strong, vital organizations because we know that customer can only be successful when our system is successful. Amazon Web Services is looking for highly talented hands on technical architects/Developer to help accelerate our growing Professional Services business. This is an excellent opportunity to join Amazon’s world class technical teams, working with some of the best and brightest engineers while also developing your skills and furthering your career within one of the most innovative and progressive technology companies. Here at Professional Services, we engage in a wide variety of business critical and global scale projects for customers and partners and help them best utilize the ever-evolving AWS platform. Our team collaborates across the entire AWS organization to bring access to product and service teams, to get the right solution delivered and drive feature innovation based upon customer needs. skills in any of the following: C++, Java, Node.js, Ruby, .NET, Python Good communication and presentation skills (English CET-6 preferred) ? Experience architecting, designing and programming applications in an AWS Cloud environment ? Experience architecting highly available systems that utilize load balancing, horizontal scalability and high availability ? Experience with designing and building application using Container or server less technologies ? Strong practical application development experience on Linux and Windows-based systems ? Experience working in distributed development teams ? Extra curricula software development passion (e.g. active open source contributor)
","PROJECT-1: -
","PROJECT-1: -
",
"4982","ANS Commerce - Non tech(Gurgaon)","","8000","Gurgaon","Any","PROJECT-1: Intern will be working on analyzing sales and order trends, improving returns and average cost of sales for leading e-commerce brands Skill set required - Functional knowledge of Marketing, Excel, Basic knowledge of Powerpoint, Analytical, Strong communication
PROJECT-2: Intern will be interacting with leading brands across sectors, analyzing data and suggesting process improvement Skill set required - Data Driven, Functional knowledge of Excel, Basic knowledge of Powerpoint, Strong communication, Analytical, Knowledge of SQL/ analytical language (Python, R) would be a plus, Future plans of MBA (preferred)
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4981","ANS Commerce - Tech(Gurgaon)","","10000","Gurgaon","Any","PROJECT-1: Intern will be working on building e-commerce tools, order management system, marketplace intelligence, inventory and warehousing management. Skill set required - Functional knowledge of coding (any language) and data structures, Knowledge of React, PHP, Node.js, Ruby on Rails would be preferred
","PROJECT-1: -
","PROJECT-1: -
",
"4065","Apollo Tele Health Services (ATHS)(Hyderabad)","IT","15000","Hyderabad","Any","PROJECT-1: - Should be well versed with Javascript/Typescript - Should have solved competitive programming challenges and have a good understanding of algorithms and data structures. - Knowledge of Angular is a bonus - Knowledge of NodeJS and Mongo is a bonus
","PROJECT-1: -
","PROJECT-1: -
",
"5012","Apollo Tyres(Gurgaon)","","18000","Gurgaon","Any","PROJECT-1: Skills : - Android coding skill for mobile app development - Android - IOS coding skill for mobile app development - iPhone
","PROJECT-1: -
","PROJECT-1: -
",
"3255","Apple India Pvt Limited(Hyderabad)","IT","45000","Hyderabad","Any A7 , A7, C6,","PROJECT-1: Internal Systems involving diverse technologies. Require very strong coding skills.
","PROJECT-1: C & C++ , Java , OOAD , Open Source Technolgies , Python , Attention to details , Good Communication Skills , independent worker, capable of self-management , Self-starter
","PROJECT-1: -
",
"5093","Arm Soft Technologies(Chennai)","","15000","Chennai","","PROJECT-1: We ARMSOFTECH.AIR is one of the fastest growing Business Process Services Company in India. We are today, a leader delivering broad spectrum of Customer Experience (Call Centre) services utilizing our in-house Artificial Intelligence platform across multiple industries. Our wide array of processes span across verticals includes BFSI, Travel & Logistics, Retail, Manufacturing, Media & Entertainment, Consumer Durables, Healthcare and Government & Education. Armsoftech is pleased to offer an educational internship opportunity as a “Semantic Textual Similarity (STS)” intern to your students. The students will report directly to Mr. Gumasekaran (AI Project Head) will Work From Home.
","PROJECT-1: -
","PROJECT-1: -
",
"5092","ARVAUTO ECOM PRIVATE LIMITED(Chennai)","","15000","Chennai","","PROJECT-1: -
","PROJECT-1: -
","PROJECT-1: -
",
"3831","ASA Industries(Noida)","Mechanical","20000","Noida","A4, AB,","PROJECT-1: The students will also be working on market analysis and future expansion, manpower efficiency, etc
","PROJECT-1: -
","PROJECT-1: -
",
"4849","Asanify Technologies Pvt. Ltd.(Kolkata)","IT","25000","Kolkata","A7,","PROJECT-1: There are 50 mn + small businesses in India alone and they lack the competence to handle enterprise compliances, finance their payroll and engage their employees. Asanify (meaning: simplify) is a grand attempt to solve the huge challenge to simplify the lives for 100s of millions of people associate with these small businesses. This is a cutting edge project on using proprietary AI/ ML to develop a Chatbot using latest cloud technologies that can simultaneously solve these multiple huge challenges around automating compliances, providing financial guidance/ investments and motivating the people who account for 40% of India’s workforce. We want you if you are someone who is entrepreneurial in nature, is not afraid of taking up technically challenging complex projects without too much guidance and enjoys learning new and different things every day. Since we are an early stage startup – there will be immense exposure – meeting international clients to understand global requirements, directly working with experienced founder/ CEO, developing products from scratch using cutting edge cloud technologies and proprietary IPs and optionally contributing towards building the business itself. We would ideally want you to eventually join as as a full time employee post graduation if you believe in our mission. Project domain : Fin-tech, HR Tech, Personal Finance, SAAS (Software as a Service), Cloud Technology (AWS) Skills: Python, SQL, Data Structures, React/ Angular/ Vue JS, Javascript, CSS, NLP, Image recognition [one or more of above] Creative writing skills preferred for writing technical blogs, and strong in cocurricular activities Data Structures, Algorithms, RDBMS, (preferred exposure to image recognition technologies) Affinity for small business/ startups and for finance/ investments. Since we are an early stage startup – there will be immense exposure: • Directly meeting international clients to capture requirements, • developing products from scratch using latest cloud technologies based on AWS • Micro-services and event driven architecture • Using cutting edge project management tools (Scrum, Kanban, Jira, etc.) • Designing innovative UI/ UX and framing chat workflows • Search Engine Optimization • Content marketing/ blogs • Optional exposure towards building the business itself (marketing, sales, etc.)
","PROJECT-1: -
","PROJECT-1: -
",
"5019","Ascendo. AI(California)","","20000","California","A7,","PROJECT-1: Ascendo is a learning engine and uses ML and AI to parse through historical data and make predictive recommendations. We need to connect to multiple data sources. The aim of this project will be to “develop” advanced config driven connectors and help automate Data Prep activities for the ML algorithms Project domain Backend (Flask, Python) based algorithms and corresponding UI
PROJECT-2: Ascendo is a learning engine and uses ML and AI to parse through historical data and make predictive recommendations. We work with leading companies to make their customer support operations efficient. We want to expand the current notification to include advanced notification and collaboration facilities (text, audio, video – context aware) abilities
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"4918","ASCO Numatics India Pvt. Ltd. (Emerson Automation Solutions)(Chennai)","Mechanical","15000","Chennai","A4,","PROJECT-1: Existing Solenoid valve not able to support sea water application, to address this gap we have to develop this valve. Project domain : Solenoid operated valve, Marine Skills: Basic design knowledge, design concept and calculations CAD - Pro-E for model, FEA – load analysis, CFD – For flow study
PROJECT-2: Existing valve range is for -40?C, we are planning to extend this low temp range to address Russian & Canadian region requirements. Project domain : Air operated valve, Spool & Sleeve, Poppet sealing Skills: Basic design knowledge, design concept and calculationsCAD - Pro-E for model , FEA – load analysis, CFD – For flow study
PROJECT-3: There are 5 presses with 20 Mould tool combinations are being operated for manufacturing the coils, thus the health of tool is important & same to be maintained by auto triggering system to replace the critical parts in the tool & servicing the same with appropriate time intervals Project domain Data Analysis, IIoT, Combination of Mechanical, Electronics, System, telecommunication, computer & control, Data interface protocal. Skills: PLC, Conceptual skill, Project management, Analytical skill, Technical writing and documentation.
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
"4803","Asteria Aerospace Pvt. Ltd.(Bangalore)","IT","18000","Bangalore","A3, A8, AA,","PROJECT-1: The project requires development and testing of sensor fusion methods for redundant GPS. The interns will implement the embedded software and test on Asteria’s custom hardware. • Programming in C language • Knowledge on Embedded hardware and software • Knowledge of sensor fusion algorithms like Kalman Filtering. Good communication skills Signals and Systems, C programming • Embedded software implementation skills • Modeling, simulation and implementation of sensor fusion algorithms • Industrial best practices on software development lifecycle and test automation • Electronic component integration using various communication protocols
PROJECT-2: This project involves development of algorithms for Computer Vision for drone. Successful accomplishment of project will result in Object Tracking and Autonomous Navigation capabilities on UAV Project Domain: Aerospace software • Programming in C/C++/Python languages • Knowledge on Image processing • Knowledge on OpenCV, OpenCL or GPU implementation of computer vision algorithms is preferable. Good communication skills Image Processing • Implementation of Computer Vision algorithms like Object Detection, Object Recognition. • Working on ROS. • Exposure to embedded processor boards (SoM/SoC)
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"5064","Astrome Technologies Pvt. Ltd.(Bangalore)","","11000","Bangalore","A3, A7, AA,","PROJECT-1: Embedded Systems / Wireless Basedband Systems / Hardware Programming / RF Design / Network protocol Design Skills: C, C++ and Python programming Knowledge of Digital signal processing fundamentals Basics of Radio Frequency circuits where applicable
","PROJECT-1: -
","PROJECT-1: -
",
"4946","Atyati Technologies(Bangalore)","IT","20000","Bangalore","A7,","PROJECT-1: Analysis of unstructured of semi structured data, to find the spending patterns, profiling the customers. Project domain Banking and Financial Services Skills: • Programming and analytical skills • Good hold on at least one programming language. • Machine learning concepts Problem Solving, collaboration & Good Communication Skills Expected learning (in bullet points) - Understanding of classification of data based on patterns. - Machine learning techniques.
","PROJECT-1: -
","PROJECT-1: -
",
"5068","Audree Infotech P Ltd.(Hyderabad)","","20000","Hyderabad","Any","PROJECT-1: To develop IT products on .Net framework with latest technologies and Software Testing Project domain .Net Skills: Programming Languages, IT knowledge Communication and Behavioural .Net course with MVC technology
","PROJECT-1: -
","PROJECT-1: -
",
"3778","Aurigo Software Technologies(Bangalore)","IT","40000","Bangalore","A3, A7,","PROJECT-1: Aurigo helps state agencies, cities, counties, water authorities, airports and facility owners plan, build and maintain capital assets, infrastructure and facilities safely and efficiently. The Aurigo Masterworks Cloud is an integrated suite of enterprise software products for planning, building and maintaining large capital assets, infrastructure and facilities. Aurigo offers the most comprehensive industry-ready solution that automates every phase of the plan-build-maintain-operate lifecycle Project domain : Coding in C#, ASP.NET, .Net Core, MVC, HTML, CSS, Javascript, Angular, Azure DevOps, AWS, Cordova for Mobile We are looking only for students who can intern with us for 1 year (2 semester internship) as we are potentially looking at offering a PPO. 1. Developing Product new features using the existing in house technology frameworks and deploy it over AWS cloud 2. Resolve complex technical debts and be a part of active product releases 3. Data Analytics, AI and ML 4. Build in house tools and utilities which in turn would be part of product 5. Active member in the architecture team to design and develop performance and security practices 6. Product usability (UI/UX) initiatives
","PROJECT-1: -
","PROJECT-1: -
",
"3539","Avaamo(Bangalore)","IT","75000","Bangalore","A7,","PROJECT-1: AI and Machine learning project in the domain of data science. Skills required: ML, AI, Ruby on Rails. Excellent communication skills. Students should preferably have taken courses in AI and ML.
","PROJECT-1: Machine Learning, Artificial Intelligence , Ruby on rails , strong oral and written communication skills
","PROJECT-1: -
",
"5066","BellyMelly(California)","","20000","California","A7,","PROJECT-1: 1. Design, implement, and continuously improve Angular based front end architecture. 2. Best practice for clean and effective code. 3. Prior experience in developing web applications 4. Expert proficiency in coding, data structures, algorithms, and designing for performance, scalability, and availability. 5. Experience developing highly available scalable distributed systems.
","PROJECT-1: -
","PROJECT-1: -
",
