"StationId","Name","Domain","Stipend","Location","Branches","Project Description","Reqd Skill Sets","Reqd Electives",
"3779","Aerchain (Tech)(Bangalore)","IT","30000","Bangalore","Any","PROJECT-1: As an enterprise SaaS product, work will be adding new features for the core product wrt. functionality and customer requirements. Project domain : IT Skills: JavaScript (Node & React), DBMS, Data Analytics Communication and analytical skills Computer programming, DSA, DBMS Expected learning (in bullet points) Web development skills (BE & FE) Data structures and algorithms
","PROJECT-1: -
","PROJECT-1: -
",
"5117","Aerchain - Non Tech(Bangalore)","Finance and Mgmt","15000","Bangalore","Any","PROJECT-1: Building processes and implementing tools for key areas in sales, customer success & project management. Project domain : Sales & Customer Success Skills: Very good communication and analytical skills Exposure to Sales / Customer success processes is a plus Expected learning (in bullet points) Ability to define and setup processes in multiple business units within the company
","PROJECT-1: -
","PROJECT-1: -
",
"2767","AFour Technologies Pvt. Ltd.(Pune)","IT","40000","Pune","Any","PROJECT-1: Digital transformation platform consists of various services m towards digitizing current manual processes as well as enhancing assistant digital solutions. Another goal of digital transformation is to venture clean data collection and hand making kit available for taking and informed decisions. This will need excellent design, programming skills and ability to understand various business processes. Necessary training will be imparted depending upon the nature of component your building and the application architecture.
","PROJECT-1: C# , Java/Python/Javascript/NodeJS , SQL and NoSQL , Good communication , Software Technology Enthusiast , Team Player
","PROJECT-1: -
",
"4934","Agami Realty(Mumbai)","Infrastructure","17500","Mumbai","A2,","PROJECT-1: Design and detailing the residential complex. Familiarity with structural analysis, bending moment diagrams, deflections, RCC design, Steel Design, foundations design.
","PROJECT-1: -
","PROJECT-1: -
",
"5290","AgNext Technologies(Mohali)","IT","15000","Mohali","A7, AA,","PROJECT-1: cross functional managed cloud services across product lines. Project domain Agriculture Tech Skills: C++, Linux , Python/node, Git Any specific courses that student should have taken Any exposure to AWS/Azure/Gcp services and Linux in general. Expected learning (in bullet points) ? Scalable and secure cloud architecture ? Full stack exposure from hardware device design to cloud/edge.
PROJECT-2: Rapid quality assessment of agricultural commodities by the use of NIR and AI/ML Project domain Data Science Skills: Strong understanding of Statistical Modeling, Algorithm Development, Python/MATLAB Coding, AI/ML Algorithms Good Communication Skill, Interpersonal Skill Any specific courses that student should have taken Relevant to the technical skills mentioned Expected learning (in bullet points) Signal Processing through AI/ML
PROJECT-3: A platform for B2B customer to visualize their quality at tea gardens, warehouses and factory gates for various commodities Project domain Agriculture Tech Skills: Java, Android, Angular Positive attitude Any specific courses that student should have taken Preferably Core Java/Android Expected learning (in bullet points) 1. Working with Real time B2B enterprise application while having exposure to application architecture & processes 2. Team work, corporate culture, communication skills, methodologies
PROJECT-4: Food Grain Assessment using Computer Vision Technologies Project domain Agriculture Tech Skills: Python, Tensorflow/Keras, SQL, PyQT5, Python Libraries; OpenCV, Numpy, Pandas, Matplotlib Any specific courses that student should have taken Digital Image Processing , Mathematics (course should include Matrices, Calculus, Random Variable), Digital Signal Processing(optional) Any other requirements Comfortable/Quick Learner with LINUX OS, GIT Should have done atleast a project in Computer Vision related to Image Classification, Semantic Segmentation, Object Detection. Preference will be given to those who have done these type of project without using Deep Learning or showcased other techniques, alongside DL, in their project Expected learning (in bullet points) ? Application of Computer Vision techniques to real world dataset ? Deployment of AI technology in real world in large scale
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
",
"3921","AgroStar(Pune)","Finance and Mgmt","35000","Pune","Any","PROJECT-1: Development of new features for the Farmer App, and other related Software Project domain: Software for Agri-Tech Skills: Programming experience with any of Python/Go/React JS/Node JS or Android App Development Communication Any specific courses that student should have taken Programming, Data Structures
PROJECT-2: Deriving insight for driving business decisions, using historical data and trends. Project domain Analytics Skills: Python or R,SQL, Excel Macros Communication
","PROJECT-1: -
PROJECT-2: -
","PROJECT-1: -
PROJECT-2: -
",
"5016","Airmeet(Bangalore)","Finance and Mgmt","30000","Bangalore","B3, C7,","PROJECT-1: -
PROJECT-2: Assist in International Expansion of Airmeet through experimenting & executing business strategies · Own Customer Journey and liaise with Airmeet clients
PROJECT-3: Identifying different channels to onboard new user base in Airmeet · Own Customer Journey and liaise with Airmeet clients/communities Experiment & execute formats and strategies to engage with different communities
PROJECT-4: Assist in processing and analyzing data from the internal databases · Set up and execute processes to improve efficiency & effectiveness of the growth team
PROJECT-5: Assist in International Expansion of Airmeet through experimenting with business strategies with help of mathematical models. Some exposure to concepts of process building and data handling.
PROJECT-6: Work on cutting edge problems for airmeet and leverage analytics to drive decision-making Skills: SQL (not compulsory) Good Communication Skills (written and verbal), Organisational skills . 10 Any other requirements Should be good at problem-solving 11 Expected learning (in bullet points) 1. SQL 2. Business decision making 3. Problem-s
","PROJECT-1: -
PROJECT-2: Excellent Communication skills
PROJECT-3: Excellent Communication skills
PROJECT-4: Python , SQl , EXCEL SKILLS
PROJECT-5: Hub spot, Metabase
PROJECT-6: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
PROJECT-4: -
PROJECT-5: -
PROJECT-6: -
",
"4098","Aizant Drug Research Solutions Pvt. Ltd.(Hyderabad)","Health Care","25000","Hyderabad","A7, AA, H103, H112,","PROJECT-1: Integrated software suite to achieve process automation in data analytics across various industries. project Domain: Pharma, Healthcare, Lifesciences Skills: C, C++, Java, C#, HTML, CSS, Javascript, Jquery, SQL, RDBMS, Problem Solving critical thinking resourcefulness adaptability, good communication skills Any specific course: Courses on Dot Net, Python, MS SQL ASP MVC Expected Learning: Product development Data analytics
","PROJECT-1: -
","PROJECT-1: -
",
"4882","Alien Developers(Hyderabad)","Infrastructure","10000","Hyderabad","A2,","PROJECT-1: Domain : Infrasstructure
","PROJECT-1: -
","PROJECT-1: -
",
"3617","AlmaConnect(Gurgaon)","Finance and Mgmt","20000","Gurgaon","Any","PROJECT-1: Nontech roles of BD, Digital marketing, CRM, Operations
","PROJECT-1: -
","PROJECT-1: -
",
"5233","Altair - PCB Design and Analysis(Bangalore)","Mechanical","21500","Bangalore","A3, A8, AA,","PROJECT-1: • Perform Signal Integrity, Power Integrity, EMI/EMC and Thermal analysis on PCB designs. Skill sets: PCB design tools like KiCAD, Eagle, Altium, OrCAD, PADS Analog and Digital Electronics, Electromagnetics, Transmission lines, RF and Antenna theory. Duties and Responsibilities: • Perform Signal Integrity, Power Integrity, EMI/EMC and Thermal analysis on PCB designs • Verify Electrical validity and manufacturability of PCB designs • Design PCBs by leveraging Altair’s Simulation Driven Workflow • Benchmark/validate tool results with lab measurements • Create case studies and similar supporting documents Requirements: • Experience in using any PCB design tools like KiCAD, Eagle, Altium, OrCAD, PADS, etc. (Schematic to Gerber) • Technical expertise in Analog and Digital Electronics, Electromagnetics, Transmission lines, RF and Antenna theory • Comfortable working in a fast-paced, changing environment • Critical Thinking - Using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems. • Customer Orientation - Has a passion to help/assist people • Active Listening - Giving full attention to what other people are saying, taking time to understand the points being made and probing to ensure clarity • Proven effective communication skills both verbal and writing How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks
","PROJECT-1: -
","PROJECT-1: -
",
"5232","Altair - CFD(Bangalore)","Mechanical","21500","Bangalore","A4, H106, H141, H148,","PROJECT-1: Intern will learn Altair CFD softwares relevant such as AcuSolve, NanoFluidX, UltraFluidX and FlowSimulator.Pre-processing, geometry clean up, meshing. Skill sets: CFD,AcuSolve, NanoFluidX, UltraFluidX,FlowSimulator Do you like a challenge, are you a complex thinker who likes to solve problems? If so, then you might be the new Altairian we are searching for. At Altair, your curiosity matters. We pride ourselves on a business culture that enables open, creative thinking, and we deeply value our employees and their contributions towards our clients&apos; success, as well as our own. Duties and Responsibilities: • Trainee will learn Altair CFD softwares relevant such as AcuSolve, NanoFluidX, UltraFluidX and FlowSimulator • Develop Training material (videos and tutorials) to share the learning from the above point. • Pre-processing, geometry clean up, meshing, setting up the boundary conditions and post processing. End to End simulation responsibility. • Free to explore own initiatives and ideas. Requirements: • Excellent oral and written communication skills are a must, with highest demonstrable English proficiency. • Keen to gain experience in CFD, with preferably Domain expertise in either Automotive/Aerospace/Heavy Ind/Consumer Durables/Electronic Cooling. • Ability to collaborate with all levels of technical users and management • Excellent presentation skills • Aptitude for solving engineering problems • Energetic; driven to succeed • Strong interpersonal skills How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks Why Work with Us: Altair is a global technology company that provides software and cloud solutions in the areas of data analytics, product development, and high-performance computing (HPC). Altair enables organizations in nearly every industry to compete more effectively in a connected world, while creating a more sustainable future. With more than 3,000 engineers, scientists and creative thinkers in 25 countries, we help solve our customer’s toughest challenges and deliver unparalleled service, helping the innovators innovate, drive better decisions, and turn today’s problems into tomorrow’s opportunities. Our vision is to transform customer decision making with data analytics, simulation, and high-performance computing.
","PROJECT-1: -
","PROJECT-1: -
",
"5237","Altair - CFD Validation & QA(Bangalore)","Mechanical","21500","Bangalore","A4, H106, H141, H148,","PROJECT-1: You will be part of the CFD Validation and QA Team that supports product development by performing AcuSolve regression and verification tests & validation and documentation. Responsibilities: • To serve as a contributor on projects and assignments that support and enhance AcuSolve product performance and quality. • To work closely with the reporting supervisor in performing literature reviews of academic research papers and industrial technical reports in support of validation tests and performing benchmark work in application areas. Skill sets: Fluid Mechanics (Compressible Flow, Heat Transfer, Turbulence). Duties and Responsibilities: You will be part of the CFD Validation and QA Team that supports product development by performing AcuSolve regression and verification tests & validation and documentation. To learn more please visit www.altair.com. • To serve as a contributor on projects and assignments that support and enhance AcuSolve product performance and quality. • To work closely with the reporting supervisor in performing literature reviews of academic research papers and industrial technical reports in support of validation tests and performing benchmark work in application areas. Qualifications/Skills Required: • Strong knowledge of fluid mechanics, aerodynamics, CFD – fundamental concepts and applications – including compressible flows, heat transfer and turbulence. • Experience with at least one basic programming language (C, C++, Python, or MATLAB). • Ability to investigate and model complex physical flow phenomena. • Experience using Linux (preferably) or Windows (Command Prompt executions) operating systems. • Experience with scientific programming. • Willing and able to take direction. • Good verbal and written communication skills. Following are a plus: • Experience with CAD modeling software. • Knowledge of the Finite Element Method (FEM) How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks
","PROJECT-1: -
","PROJECT-1: -
",
"5238","Altair - Data Analytics(Bangalore)","Mechanical","21500","Bangalore","A3, A4, A7, A8, AA,","PROJECT-1: • Develop reusable code and components • Working closely with the architect and other developers on software architecture, design, dependencies and code maintainability • Designing and developing Business Intelligent solutions • The above skills would be used in the areas of : Data Analytics, Data Management, IoT etc. Skill sets: JavaScript, HTML, CSS Duties and Responsibilities: The candidate must have good front-end web application development experience using HTML, CSS, JavaScript and related technologies. The candidate should have good understanding of developing web applications which supports different Form-factors and Web browsers. Skillsets: 1 month – 1 year experience in HTML, CSS and JavaScript development. Python skill is suggested. • Comfortable as single contributor as well as team player • Strong problem solving and analytical skills • Experience with ReST & push communications • Experience using large application frameworks like React, AngularJS or EmberJS is suggested Nature of work: • Develop reusable code and components • Working closely with the architect and other developers on software architecture, design, dependencies and code maintainability • Designing and developing Business Intelligent solutions • The above skills would be used in the areas of : Data Analytics, Data Management, IoT etc. How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks
","PROJECT-1: -
","PROJECT-1: -
",
"5239","Altair - Enterprise Computing(Bangalore)","Mechanical","21500","Bangalore","A7,","PROJECT-1: Design, build, enhance, and maintain high performance, scalable, multi-tenant platform that can be deployed in the cloud or on premise providing best-in-the-class user experience. • Take a central role in a dynamic cross-functional agile team of talented engineers, architects, UI/UX developers, and PMs to deliver high quality, innovative, and robust solutions. • Provide technical expertise in using efficient technology, methodologies, and design guidelines to continuously improve development processes. Skill sets: Node.js, Python, Go, Java, React Duties and Responsibilities: We are currently seeking a result-driven, motivated Full Stack Engineer to take a central role in designing, building, and enhancing several core technology components of our state-of-the-art cloud platform – Altair One. Altair One empowers our customers with collaborative access to simulation and data analytics technology plus scalable HPC and cloud resources in one place. If you are passionate about robust software craftsmanship and take pride in what you develop, we want to talk to you! As a key member of Altair One team, you will have exposure to the entire software stack and opportunity to grow your skills in many directions. What You Will Do: • Design, build, enhance, and maintain high performance, scalable, multi-tenant platform that can be deployed in the cloud or on premise providing best-in-the-class user experience. • Take a central role in a dynamic cross-functional agile team of talented engineers, architects, UI/UX developers, and PMs to deliver high quality, innovative, and robust solutions. • Provide technical expertise in using efficient technology, methodologies, and design guidelines to continuously improve development processes. • Help identify, prioritize and execute tasks in an agile software development environment. • Create unit and end-to-end tests for both new and existing features. What You Will Need: Basics: • 0-1 year of relevant industry experience building large scale, high performing, production systems. • Proficiency and interest in both front-end and back-end development technology and architecture. • Deep understanding of object-oriented design, data structures, algorithms, and all aspects of SDLC. • Fluency in multiple modern programming languages and web technology. • Strong analytical and problem solving skills. • Ability and willingness to quickly learn new technologies and take on different challenges. • Comfortable working in a team environment or as an individual contributor. • Passion for technical excellence and high quality code. Preferred: • Experience working with Web Components and Component-Based Architecture. • Knowledge of Node.js, Python, Go, Java, React or similar technologies. • Experience working with major cloud services, CI/CD tools, GraphQL, NoSQL, and SQL solutions. • Experience with Scrum, Kanban, or other agile methodologies. How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks
","PROJECT-1: -
","PROJECT-1: -
",
"5235","Altair - FLUX(Hyderabad)","Mechanical","21500","Hyderabad","A3,","PROJECT-1: Intern is responsible for assisting the core FLUX team on various assignments of technical demonstration, projects, training, installation and product support. Assist with activities which may include one of more of the following: • Provide demonstrations, presentations, and training for FLUX tool. • Perform pre- and post-sales support of customer including evaluations, software benchmarking and high-level technical support on FLUX. Skill sets: FEM,Magnetic flux,Low-frequency Electromagnetic and Thermal simulations
","PROJECT-1: -
","PROJECT-1: -
",
"5234","Altair - Multibody Dynamics(Pune)","Mechanical","21500","Pune","A4, H106, H141, H148,","PROJECT-1: Intern will learn Multi Body Dynamics and Systems Engineering softwares relevant such as MotionView, MotionSolve, Inspire Motion, Compose and Activate • Develop Training material (videos and tutorials) to share the learning from the above point . • Preprocessing, geometry clean up , meshing , setting up the boundary conditions and post processing .End to End simulation responsibility. • Free to explore own initiatives and ideas. Skill sets: MBD,Controls Engineering,Robotics,Multiphysics MotionView, MotionSolve, Inspire Motion, Compose. Duties and Responsibilities: • Trainee will learn Multi Body Dynamics and Systems Engineering softwares relevant such as MotionView, MotionSolve, Inspire Motion, Compose and Activate • Develop Training material (videos and tutorials) to share the learning from the above point. • Preprocessing, geometry clean up, meshing, setting up the boundary conditions and post processing. End to End simulation responsibility. • Free to explore own initiatives and ideas. Requirements: • Excellent oral and written communication skills are a must, with highest demonstrable English proficiency. • Keen to gain experience in MBD and 1D&lt;&tg;3D co-simulation, with preferably Domain expertise in either Automotive/Aerospace/Heavy Ind/Consumer Durables. • Ability to collaborate with all levels of technical users and management • Excellent presentation skills • Aptitude for solving engineering problems • Energetic; driven to succeed • Strong interpersonal skills How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks
","PROJECT-1: -
","PROJECT-1: -
",
"5236","Altair - NVH (Software QA)(Bangalore)","Mechanical","21500","Bangalore","A4, H106, H141, H148,","PROJECT-1: • CAE validation Intern will assist the CAE validation Engineer in testing and evaluation of various functionalities of Altair Seam product. Skill sets: CAE,NVH,High Frequency,Software Testing
","PROJECT-1: -
","PROJECT-1: -
",
"5240","Altair - Process Automation(Bangalore)","Mechanical","21500","Bangalore","A4, A7,","PROJECT-1: Customization/implementation experience using CAE analysis software. Skill sets: FEA, Hyperworks knowledge. Requirements • Development experience using C/C++ and/or similar scripting languages • Strong knowledge in OOP concept and practice • Customization/implementation experience using CAE analysis software is preferred • Familiarly with data management and multi-body dynamics concepts is an advantage • Working knowledge of Windows and UNIX operating systems • Working knowledge in any or all of the following : Nastran, Abaqus, Ansys, LS-Dyna, ADAMS, and / or other CAE/CAD software • Experience with Altair HyperWorks products and TCL/TK script is a strong benefit • Well-developed organizational / time management skills • Ability to multi-task, prioritize and escalate tasks How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks
","PROJECT-1: -
","PROJECT-1: -
",
"5231","Altair - Software Development(Bangalore)","Mechanical","21500","Bangalore","A2, A3, A4, A7, AA, H106, H148,H141,","PROJECT-1: Development in C++ on both windows and Linux platforms Skills: C,C++,Data Structures, Algorithms Do you like a challenge, are you a complex thinker who likes to solve problems? If so, then you might be the new Altairian we are searching for. At Altair, your curiosity matters. We pride ourselves on a business culture that enables open, creative thinking, and we deeply value our employees and their contributions towards our clients&apos; success, as well as our own. Duties and Responsibilities: Altair HyperMesh is a high-performance finite element Pre-Processor that provides a highly interactive and visual environment to analyse product design performance with the broadest set of direct interfaces to commercial CAD and CAE systems, HyperMesh provides a proven, consistent analysis platform for the entire enterprise. • A Bachelors degree in Engineering, Computer Science, Applied Mathematics, or related discipline • Experience in developing geometric/mesh generation/mesh manipulation algorithms and related data structures in industry, research, or academia • High proficiency in mathematics, discrete geometry and numerical techniques • Proficiency in C++ programming and object-oriented application design • Experience or knowledge of parallel programming and related data structures will be plus • Understanding of CAD/CAE element software a plus • Experience with Agile and lean software development processes is also a plus. • Requires good communication skills and the ability to work in a collaborative team environment How You Will Be Successful: • Envision the Future • Communicate Honestly and Broadly • Seek Technology and Business “Firsts” • Embrace Diversity and Take Risks Why Work with Us: Altair is a global technology company that provides software and cloud solutions in the areas of data analytics, product development, and high-performance computing (HPC). Altair enables organizations in nearly every industry to compete more effectively in a connected world, while creating a more sustainable future. With more than 3,000 engineers, scientists and creative thinkers in 25 countries, we help solve our customer’s toughest challenges and deliver unparalleled
","PROJECT-1: -
","PROJECT-1: -
",
"4898","ALW Lighting India Pvt Ltd(Ludhiana)","Electronics","25000","Ludhiana","H141,","PROJECT-1: Process Mapping and Optimization - from concept to production. Working closely with the design and production teams, this project will be at the intersection of industrial design, mechanical engineering, and manufacturing systems. Project Domain: Design Engineering, R&D Skills: SolidWorks, Management skills Any specific courses: ME G611, DE G531, BITS F431, MSE G512 Expected Learning: Rapid prototyping design documentation, Custom manufacturing
PROJECT-2: Modeling thermal and optical performance of a luminaire, participate in new product design Project Domain: Thermal and Optical Design Skills: SolidWorks, Interest and aptitude in learning advanced mechanical simulation software Any specific courses: ME G533, ME G 536 Expected Learning: Performance characteristics for a luminaire - light output, beam control, and maintenance with efficient heat systems design
PROJECT-3: Interns will be responsible for mapping and migrating company data across departments (Product, inventory, Sales) onto our digital platforms. You will also be rolling out updates to our proprietary software tools. Project Domain: Performance Testing, Software Development, Data Management Skills: Python, Advanced Excel Expected Learning: Development and Testing of In-house software tools
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
","PROJECT-1: -
PROJECT-2: -
PROJECT-3: -
",
